Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,DOBMissing,TrainingBeforeStart,SurveyBeforeStart
2786,Hamish,Garneau,2018-11-17,2019-12-27,Production Technician I,Brandy Ferguson,hamish.garneau@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Mr everyone identify how pressure way.,Production       ,Field Operations,1952-06-28,MA,Laborer,Male,1550,Hispanic,Widowed,Fully Meets,2,3213,2023-01-08,2,5,1,2023-04-09,Communication Skills,External,Passed,Alexanderberg,Misty Holmes,2,494.29,False,False,False
2787,Morissa,Power,2019-07-16,,Production Technician I,Danielle Green,morissa.power@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,1972-12-22,MA,Laborer,Female,1742,Asian,Widowed,Fully Meets,2,3214,2023-04-14,3,1,2,2023-01-25,Project Management,Internal,Incomplete,West Christopher,Laura Moore,4,521.05,False,False,False
2788,Jason,Woodson,2020-01-25,,Production Technician II,Jeffery Patterson,jason.woodson@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production       ,General - Sga,1973-03-06,MA,Administrator,Male,1810,White,Divorced,Fully Meets,3,3215,2022-11-12,4,3,5,2023-07-06,Communication Skills,External,Failed,Smithport,Dustin Lewis,3,183.77,False,False,False
2789,Janine,Purinton,2021-08-16,,Production Technician I,Margaret Murphy MD,janine.purinton@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Fielders,1972-02-28,MA,Engineer,Female,2474,Other,Divorced,Fully Meets,5,3216,2023-03-29,1,4,3,2023-03-17,Leadership Development,External,Passed,North Thomas,Maria Rios,5,143.08,False,False,False
2790,Sarah,Akinkuolie,2019-01-20,2019-10-01,Production Technician II,Karen Munoz,sarah.akinkuolie@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Summer begin quickly.,Production       ,General - Con,1968-09-28,MA,Technician,Female,1810,White,Single,Fully Meets,3,3217,2022-11-01,1,2,1,2023-06-09,Customer Service,External,Passed,North Anne,Michael Kemp,3,723.2,False,False,False
2791,Spencer,Cole,2018-09-04,,Production Technician I,Michael Kelly,spencer.cole@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,1971-07-13,MA,Laborer,Male,1880,Other,Widowed,Fully Meets,5,3218,2023-01-13,2,2,5,2023-01-21,Leadership Development,External,Incomplete,Stephensville,Dawn Gardner,2,526.6,False,False,False
2792,Luisa,Monterro,2019-09-20,,Production Technician II,Kelly Hudson,luisa.monterro@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Executive,2000-08-16,MA,Administrator,Female,2126,Black,Widowed,Fully Meets,3,3219,2023-02-06,3,3,4,2023-03-28,Communication Skills,External,Passed,Vanessaport,Kaitlin Lynn,2,771.06,False,False,False
2793,Sandy,Mckenna,2023-07-24,,Production Technician I,Brittney Collins,sandy.mckenna@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,1980-11-10,MA,Tower Hand,Female,2184,Other,Divorced,Fully Meets,1,3220,2022-08-22,5,4,3,2022-11-11,Technical Skills,Internal,Failed,Hawkinsshire,John Alexander,4,839.86,False,True,True
2794,Savanah,Baker,2023-07-05,,Production Technician I,Felicia Williams,savanah.baker@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,1945-12-31,MA,Foreman,Male,69598,Other,Single,Fully Meets,4,3221,2023-04-01,1,3,5,2023-05-11,Communication Skills,Internal,Failed,Amymouth,Tracy Watson,4,628.77,False,True,True
2795,Gloria,Small,2021-01-11,,Production Technician I,Andrea Welch,gloria.small@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Shop (Fleet),1990-08-14,MA,Manager,Female,28908,Hispanic,Married,Fully Meets,2,3222,2022-10-18,2,5,1,2022-09-25,Communication Skills,Internal,Completed,East Charleneberg,Jeffrey Robinson,3,433.67,False,False,False
2796,Alisa,Aguirre,2022-11-06,,Production Technician I,Jennifer Lopez,alisa.aguirre@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,1952-12-10,MA,Splicer,Female,35854,Asian,Single,Fully Meets,5,3223,2022-11-11,4,4,2,2023-03-14,Communication Skills,Internal,Incomplete,Darinmouth,Eric Lucas,4,158.97,False,False,False
2797,Sterling,Davila,2023-04-03,,Production Technician I,Dawn Schultz,sterling.davila@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,People Services,1970-06-02,MA,Manager,Female,69030,White,Single,Fully Meets,5,3224,2023-04-29,2,4,5,2022-09-14,Project Management,External,Completed,Fosterhaven,Carolyn Ward,2,107.77,False,True,False
2798,Saniya,Bradley,2021-06-07,2023-06-23,Production Technician I,Emily Rodriguez,saniya.bradley@bilearner.com,EW,Active,Contract,Zone B,Part-Time,Retirement,Environmental region affect have it.,Production       ,General - Con,1977-07-29,MA,Foreman,Female,8088,White,Divorced,Fully Meets,3,3225,2022-09-30,3,1,1,2023-07-26,Communication Skills,Internal,Completed,Leonardland,Wendy Jimenez,1,374.1,False,False,False
2799,Drake,Ashley,2019-01-20,,Production Technician I,James Hamilton,drake.ashley@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Eng,1988-12-31,MA,Technician,Female,50972,Black,Married,Fully Meets,4,3226,2022-10-06,1,2,3,2023-03-01,Leadership Development,External,Incomplete,Sarahmouth,Yvette Myers,2,471.42,False,False,False
2800,Rosemary,Manning,2021-11-20,2022-06-06,Production Technician I,Michelle Kramer,rosemary.manning@bilearner.com,TNS,Leave of Absence,Contract,Zone A,Temporary,Involuntary,Hope any environment reflect realize.,Production       ,Aerial,1969-08-07,MA,Groundman,Female,1013,Black,Widowed,Fully Meets,2,3227,2022-11-21,3,5,2,2023-01-05,Technical Skills,External,Incomplete,Figueroafort,John Ortiz,2,431.12,False,False,False
2801,Adrianna,Johnston,2019-05-27,2022-08-18,Production Technician I,Melissa Bennett,adrianna.johnston@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Eat unit push read. Weight decide prove defense.,Production       ,Field Operations,1946-03-06,MA,Technician,Male,8223,Hispanic,Single,Fully Meets,2,3228,2022-11-13,3,5,3,2022-08-09,Customer Service,External,Passed,Websterstad,Valerie Gonzalez,3,272.77,False,False,False
2802,Ruby,Bean,2022-12-18,,Production Technician I,Bruce West,ruby.bean@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,1945-12-18,MA,Program Manager,Male,15997,Other,Widowed,Fully Meets,1,3229,2022-09-29,4,3,4,2022-12-30,Technical Skills,Internal,Incomplete,South Davidview,Charles Bender,3,757.48,False,False,True
2803,Annalise,Avila,2021-05-13,2023-07-13,Production Technician I,Patricia Lee,annalise.avila@bilearner.com,NEL,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Condition whole however senior water.,Production       ,Field Operations,,MA,Laborer,Female,55412,White,Single,Fully Meets,1,3230,2023-04-08,4,3,1,2022-10-14,Project Management,External,Completed,East Vincentstad,Kyle Horton,5,466.81,True,False,False
2804,Carley,Irwin,2021-05-24,,Production Technician I,Peter Smith,carley.irwin@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),1997-05-14,MA,Shop,Female,97872,White,Divorced,Exceeds,2,3231,2022-12-11,5,3,3,2022-10-24,Customer Service,External,Failed,Port Timview,Alyssa Lowe,3,668.59,False,False,False
2805,Makenzie,Mercer,2021-10-06,2022-05-19,Production Technician I,Carlos Miller,makenzie.mercer@bilearner.com,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Resignation,Write arrive produce since.,Production       ,General - Con,,MA,Laborer,Male,26785,Other,Divorced,Fully Meets,1,3232,2023-07-01,5,2,3,2023-06-27,Communication Skills,External,Failed,Danielleton,Brittany Davis,5,318.34,True,False,False
2806,Julia,Vargas,2020-08-22,2020-08-26,Production Technician I,Jim Mccormick,julia.vargas@bilearner.com,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Production       ,Engineers,1969-08-02,MA,Engineer,Male,14249,Asian,Widowed,Fully Meets,2,3233,2022-12-31,5,3,1,2022-12-28,Communication Skills,Internal,Incomplete,Tracyshire,Allison Brooks,2,403.42,False,False,False
2807,Parker,Harrison,2021-08-23,,Production Technician I,Catherine Harris,parker.harrison@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,1959-04-25,MA,Administration,Male,52819,Black,Widowed,Fully Meets,3,3234,2023-04-09,1,3,4,2022-11-03,Leadership Development,Internal,Completed,South Katelyn,Lorraine Rodriguez,3,185.58,False,False,False
2808,Emmett,York,2021-12-23,2022-10-17,Production Technician I,Jeffrey Webb,emmett.york@bilearner.com,EW,Active,Contract,Zone C,Temporary,Resignation,Without option agent show term.,Production       ,Engineers,1963-01-08,MA,Engineer,Male,62173,Hispanic,Married,Fully Meets,2,3235,2022-10-22,3,4,1,2023-02-08,Project Management,Internal,Failed,Murphyland,Mark Moore,3,667.23,False,False,False
2809,Landin,Walton,2022-01-24,2022-03-27,Production Technician II,James Williamson,landin.walton@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Involuntary,Stuff painting partner my.,Production       ,People Services,1979-04-06,MA,Cpo,Female,8702,Asian,Married,Fully Meets,5,3236,2023-04-28,2,4,1,2022-12-17,Communication Skills,Internal,Completed,Jonesview,Karen Whitehead,5,209.99,False,False,False
2810,Landon,Mayo,2022-11-21,,Production Technician II,Samantha David,landon.mayo@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Eng,1987-08-12,MA,Drafter,Male,69369,White,Married,Fully Meets,4,3237,2023-02-10,5,1,2,2023-06-12,Leadership Development,Internal,Failed,West Ryanside,Tiffany Barajas,5,114.81,False,False,False
2811,Abby,Estes,2018-12-04,2022-07-01,Production Technician II,Anne Gomez,abby.estes@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Organization above size discuss office.,Production       ,Wireline Construction,2000-04-09,MA,Vp,Male,39455,Other,Divorced,Fully Meets,4,3238,2023-04-05,5,3,5,2023-02-08,Project Management,External,Incomplete,Monicahaven,Alexander Tanner,2,964.12,False,False,False
2812,Rachael,Pena,2019-06-02,,Production Technician II,Brenda Chandler,rachael.pena@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,1992-07-19,MA,Operator,Male,74781,Black,Single,Fully Meets,3,3239,2023-06-13,5,2,5,2022-10-15,Leadership Development,External,Passed,Martinezside,Amber Williams,1,818.77,False,False,False
2813,Kyan,Fritz,2018-08-12,2019-07-05,Production Technician II,Taylor Kim,kyan.fritz@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Kid decision small fire year eat.,Production       ,Shop (Fleet),1980-05-03,MA,Shop,Female,60148,Asian,Married,Fully Meets,2,3240,2022-08-22,2,5,4,2022-10-15,Project Management,External,Passed,Carlosland,James Evans,3,801.31,False,False,False
2814,Lana,Vega,2022-05-15,,Production Technician II,Jessica Lawson,lana.vega@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,1947-11-12,MA,Administrator,Female,56978,White,Divorced,Fully Meets,1,3241,2023-06-03,1,5,3,2022-10-14,Communication Skills,Internal,Completed,Kennethport,Kevin Ramirez,5,674.84,False,False,False
2815,Alma,Fischer,2021-11-23,2022-04-21,Production Technician I,Krista Hernandez,alma.fischer@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,If data from box movement bad service.,Production       ,Aerial,1955-04-13,MA,Lineman,Male,46927,Hispanic,Single,Fully Meets,3,3242,2023-06-09,3,3,1,2022-10-25,Communication Skills,Internal,Incomplete,New Ericberg,Tricia Nelson,2,364.55,False,False,False
2816,Harley,Peterson,2020-12-13,,Production Technician I,Danielle Collins,harley.peterson@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,1955-08-02,MA,Technician,Male,63497,Hispanic,Married,Fully Meets,2,3243,2022-11-25,2,3,1,2022-09-20,Technical Skills,Internal,Completed,Dominguezmouth,Amanda Olsen,1,174.03,False,False,False
2817,Kade,Stokes,2021-07-28,,Production Technician I,Mary Hines,kade.stokes@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),1948-12-17,MA,Mechanic,Female,67772,Black,Divorced,Fully Meets,2,3244,2023-03-25,2,1,1,2022-12-01,Communication Skills,Internal,Failed,Port Kimberlyshire,Ricky Thomas,4,816.37,False,False,False
2818,Leonel,Tanner,2019-06-07,2021-12-30,Production Technician I,Mrs. Vickie Barber,leonel.tanner@bilearner.com,CCDR,Terminated for Cause,Full-Time,Zone A,Full-Time,Voluntary,Fly draw gun true deal sure.,Production       ,Field Operations,1948-10-04,MA,Laborer,Female,62905,Black,Married,Fully Meets,1,3245,2022-11-18,3,5,2,2023-04-29,Project Management,External,Incomplete,New Kennethside,John Higgins,1,163.79,False,False,False
2819,Natalia,Burns,2019-06-12,2021-05-25,Production Technician I,Barry Hernandez,natalia.burns@bilearner.com,SVG,Terminated for Cause,Part-Time,Zone C,Part-Time,Retirement,With picture sport this after.,Production       ,Safety,1988-04-15,MA,Safety,Female,16673,White,Married,Fully Meets,4,3246,2023-05-03,1,1,4,2023-01-31,Technical Skills,Internal,Failed,Seanstad,Jessica Crawford,1,325.19,False,False,False
2820,Hailee,Raymond,2023-04-20,2023-08-06,Production Technician I,Glenn Kelly,hailee.raymond@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Much already above care than.,Production       ,General - Con,1943-07-18,MA,Operator,Female,85847,Black,Single,Fully Meets,3,3247,2023-06-26,2,5,4,2023-02-26,Communication Skills,Internal,Completed,West Brianborough,Monique Howard,1,834.12,False,True,False
2821,Micah,Douglas,2018-08-07,2023-07-19,Production Technician I,Amy Reeves,micah.douglas@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Resignation,Approach together husband better.,Production       ,General - Con,1967-03-18,MA,Clerical,Female,27168,Hispanic,Single,Fully Meets,5,3248,2022-11-04,4,3,3,2023-01-28,Customer Service,External,Completed,Jacksonshire,Jessica Miller,2,222.11,False,False,False
2822,Kaley,Pollard,2018-12-06,,Production Technician I,Mark Rodriguez,kaley.pollard@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Underground,1948-01-18,MA,Laborer,Male,26745,Black,Single,Fully Meets,3,3249,2023-02-03,3,2,5,2023-03-08,Communication Skills,Internal,Failed,Nelsonside,Beth Kennedy,4,875.83,False,False,False
2823,Seth,Fletcher,2021-03-25,,Production Technician I,Shawn Wallace,seth.fletcher@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,1997-11-06,MA,Supervisor,Male,25590,Asian,Married,Fully Meets,2,3250,2022-11-15,1,1,3,2023-02-06,Communication Skills,External,Completed,Moodyborough,Amanda Black,1,232.39,False,False,False
2824,Elliana,Thomas,2019-02-15,2019-04-25,Production Technician I,Natalie Cox,elliana.thomas@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Any record environment.,Production       ,Field Operations,1956-12-04,MA,Laborer,Male,36234,White,Divorced,Fully Meets,5,3251,2023-04-09,5,1,2,2022-11-25,Leadership Development,Internal,Completed,Castanedaville,Roberto Stone,4,719.24,False,False,False
2825,Edward,Chung,2023-03-14,,Production Technician I,Sarah Cannon,edward.chung@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Shop (Fleet),1993-02-11,MA,Mechanic,Female,29287,Black,Divorced,PIP,4,3252,2023-08-05,1,3,1,2022-11-08,Communication Skills,Internal,Incomplete,Port Loriport,Lynn Nielsen,5,102.7,False,True,False
2826,Tessa,Estes,2019-09-01,2021-06-01,Production Technician I,Terrance Pitts,tessa.estes@bilearner.com,PL,Leave of Absence,Part-Time,Zone A,Part-Time,Involuntary,Star candidate seven television teacher all many.,Production       ,Field Operations,,MA,Technician,Female,46895,White,Single,Fully Meets,2,3253,2023-03-28,1,3,1,2023-04-21,Communication Skills,External,Failed,Heatherstad,Matthew Bennett,2,869.46,True,False,False
2827,Charlie,Carson,2021-02-23,2022-07-13,Production Technician I,Samantha Gilbert,charlie.carson@bilearner.com,BPC,Leave of Absence,Full-Time,Zone B,Temporary,Voluntary,Save interest factor training.,Production       ,General - Sga,,MA,Administration,Male,25093,Other,Widowed,Fully Meets,3,3254,2022-10-30,2,4,1,2023-05-09,Leadership Development,External,Failed,Port Dillon,Richard Martin,2,823.95,True,False,False
2828,Lawson,Zuniga,2023-03-22,,Production Technician I,Natalie Lang,lawson.zuniga@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),1961-06-05,MA,Runner,Male,65332,Other,Widowed,Fully Meets,3,3255,2023-02-17,1,4,1,2022-08-07,Leadership Development,External,Incomplete,West Erin,Amber Pope,3,975.75,False,True,True
2829,Coleman,Huffman,2019-01-24,,Production Technician I,Kelsey Calhoun DDS,coleman.huffman@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,1954-11-15,MA,Flagger,Male,4750,Black,Divorced,Fully Meets,5,3256,2023-07-04,4,1,4,2023-04-01,Customer Service,External,Failed,Stoneborough,Jeffrey Gutierrez,4,202.81,False,False,False
2830,Sanaa,Reilly,2020-11-19,,Production Technician II,Jeffrey Terry,sanaa.reilly@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,1986-10-04,MA,Laborer,Female,89893,Other,Single,Fully Meets,3,3257,2022-10-09,1,3,5,2023-06-24,Project Management,External,Completed,North Michellefort,Molly Gutierrez,3,309.86,False,False,False
2831,Slade,Randolph,2023-02-15,,Production Technician II,David Vargas,slade.randolph@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Aerial,1971-05-23,MA,Foreman,Male,27959,White,Single,Fully Meets,2,3258,2022-10-16,4,4,3,2023-07-16,Leadership Development,Internal,Completed,South Laura,William Bowman,2,909.73,False,False,True
2832,Dania,Hale,2022-05-09,2022-06-10,Production Technician II,Matthew York,dania.hale@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Resignation,Trouble hot lead article guess travel.,Production       ,Field Operations,1946-11-25,MA,Tower Hand,Male,71536,Hispanic,Single,Fully Meets,2,3259,2022-11-07,5,2,1,2023-01-11,Project Management,Internal,Failed,Jeffreytown,Beth Lopez,5,577.84,False,False,False
2833,Roland,Orozco,2021-10-06,,Production Technician II,Michael Mathews,roland.orozco@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,1992-06-17,MA,Splicer,Male,86352,Hispanic,Single,Fully Meets,3,3260,2022-10-27,5,2,1,2022-12-03,Customer Service,External,Failed,Mooreland,Debbie Mccormick,2,681.18,False,False,False
2834,Kaylen,Fisher,2021-01-17,2023-06-25,Production Technician II,Philip Jackson,kaylen.fisher@bilearner.com,EW,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Cause data speech tough garden body good.,Production       ,Field Operations,1948-01-03,MA,Administrative,Male,18868,Hispanic,Widowed,Fully Meets,4,3261,2023-06-07,2,2,1,2023-04-17,Project Management,External,Failed,Scottmouth,Sharon Mcconnell,3,253.14,False,False,False
